Quando;Dia da Semana;Tipo;Descricao/Lancamento;Credito;Debito;Mes;Ano;Mes/Ano;Origem
01-03-2011;Terça-Feira;cartões de Crédito;Pagamento Fatura ;1099,05;0,0;'03;'2011;'03/2011;RealVisa_2007
01-03-2011;Terça-Feira;Playstation 3;Games: Heavy Rain _ Frete;0,0;106,64;'03;'2011;'03/2011;RealVisa_2007
01-03-2011;Terça-Feira;CD_DVD_BD;BD Akira + BSG 4Tmp Vol2 (Sumarino´s);0,0;79,8;'03;'2011;'03/2011;RealVisa_2007
28-02-2011;Segunda-Feira;Viagens;Hotel Praia Ciribai;0,0;229,99;'02;'2011;'02/2011;Real_2007
28-02-2011;Segunda-Feira;Combustivel;Alcoois;0,0;57,51;'02;'2011;'02/2011;Real_2007
28-02-2011;Segunda-Feira;Supermercado;Mercadi´s;0,0;84,83;'02;'2011;'02/2011;Real_2007
28-02-2011;Segunda-Feira;Salarios;CREDITO DE SALARIO TIM CELULAR;5416,65;0,0;'02;'2011;'02/2011;Real_2007
27-02-2011;Domingo;Restaurantes;Mais resturante da praia;0,0;104,5;'02;'2011;'02/2011;Real_2007
26-02-2011;Sábado;Farmácia;farmacias pra as mais diversas coisas;0,0;214,23;'02;'2011;'02/2011;Real_2007
26-02-2011;Sábado;Restaurantes;Restaurante da paria;0,0;41,36;'02;'2011;'02/2011;Real_2007
25-02-2011;Sexta-Feira;Viagens;Hotel Praia Ciribai;0,0;429,0;'02;'2011;'02/2011;Amex_2010
25-02-2011;Sexta-Feira;Restaurantes;Cofi de manhas ;0,0;11,95;'02;'2011;'02/2011;Real_2007
25-02-2011;Sexta-Feira;Restaurantes;rabibis;0,0;20,74;'02;'2011;'02/2011;Real_2007
25-02-2011;Sexta-Feira;P207-1.6-XS;Paralamas dianteiro esquerdo;0,0;193,5;'02;'2011;'02/2011;Real_2007
25-02-2011;Sexta-Feira;Combustivel;Alcoois;0,0;85,0;'02;'2011;'02/2011;Real_2007
25-02-2011;Sexta-Feira;Documentos;CREASP;0,0;243,68;'02;'2011;'02/2011;Real_2007
25-02-2011;Sexta-Feira;Restaurantes;Sporcaccionne´s;0,0;32,0;'02;'2011;'02/2011;Real_2007
24-02-2011;Quinta-Feira;Restaurantes;Almoço no xópins;0,0;20,72;'02;'2011;'02/2011;Real_2007
24-02-2011;Quinta-Feira;Restaurantes;Lenche de paccocca´s;0,0;21,6;'02;'2011;'02/2011;Real_2007
24-02-2011;Quinta-Feira;Cristiane;Papel de Papel (???);0,0;122,6;'02;'2011;'02/2011;RealVisa_2007
23-02-2011;Quarta-Feira;Restaurantes;JimJim do Xópins;0,0;20,11;'02;'2011;'02/2011;Real_2007
23-02-2011;Quarta-Feira;CD_DVD_BD;BSG + Akira´s;0,0;229,6;'02;'2011;'02/2011;RealVisa_2007
22-02-2011;Terça-Feira;Taxas Bancarias;Accidentt Protection;0,0;8,73;'02;'2011;'02/2011;Amex_2010
22-02-2011;Terça-Feira;Taxas Bancarias;Multi Protecion;0,0;5,0;'02;'2011;'02/2011;Amex_2010
22-02-2011;Terça-Feira;Restaurantes;Almoços no morgãos;0,0;16,9;'02;'2011;'02/2011;Real_2007
22-02-2011;Terça-Feira;Restaurantes;Paccocca´s;0,0;22,95;'02;'2011;'02/2011;Real_2007
21-02-2011;Segunda-Feira;Restaurantes;Morgãoes;0,0;13,9;'02;'2011;'02/2011;Real_2007
21-02-2011;Segunda-Feira;Restaurantes;lenche de Terde;0,0;7,5;'02;'2011;'02/2011;Real_2007
21-02-2011;Segunda-Feira;Supermercado;Coisas de comeres;0,0;35,64;'02;'2011;'02/2011;Real_2007
21-02-2011;Segunda-Feira;Cristiane;Viação GarCias;0,0;81,8;'02;'2011;'02/2011;RealVisa_2007
20-02-2011;Domingo;Restaurantes;Quase-tudo a parmegiana;0,0;21,4;'02;'2011;'02/2011;Real_2007
20-02-2011;Domingo;Farmácia;Magnopirois;0,0;21,74;'02;'2011;'02/2011;Real_2007
20-02-2011;Domingo;Restaurantes;paccocca´s;0,0;17,95;'02;'2011;'02/2011;Real_2007
19-02-2011;Sábado;Restaurantes;Morgãos;0,0;17,0;'02;'2011;'02/2011;Real_2007
19-02-2011;Sábado;GATO;Rações de gatos ;0,0;79,4;'02;'2011;'02/2011;Real_2007
19-02-2011;Sábado;Restaurantes;Rabibis;0,0;25,13;'02;'2011;'02/2011;Real_2007
19-02-2011;Sábado;GATO;Gardenais;0,0;12,78;'02;'2011;'02/2011;Real_2007
19-02-2011;Sábado;Farmácia;Sabonetes especiais;0,0;21,79;'02;'2011;'02/2011;Real_2007
18-02-2011;Sexta-Feira;Presentes;Pras fraldas de O Armando;0,0;50,0;'02;'2011;'02/2011;Real_2007
18-02-2011;Sexta-Feira;Restaurantes;Morgãos;0,0;14,7;'02;'2011;'02/2011;Real_2007
18-02-2011;Sexta-Feira;Restaurantes;Subway´s;0,0;14,7;'02;'2011;'02/2011;Real_2007
17-02-2011;Quinta-Feira;Restaurantes;Espolettu´s;0,0;20,8;'02;'2011;'02/2011;Real_2007
17-02-2011;Quinta-Feira;Restaurantes;pACCOCCA´s;0,0;17,3;'02;'2011;'02/2011;Real_2007
17-02-2011;Quinta-Feira;Taxas Bancarias;Custo Utilização Ext;0,0;1,0;'02;'2011;'02/2011;RealVisa_2007
16-02-2011;Quarta-Feira;Restaurantes;Villa Julies;0,0;15,33;'02;'2011;'02/2011;Real_2007
16-02-2011;Quarta-Feira;Restaurantes;Ra-bibis;0,0;25,13;'02;'2011;'02/2011;Real_2007
16-02-2011;Quarta-Feira;Cristiane;Farmácias ;0,0;120,0;'02;'2011;'02/2011;RealVisa_2007
15-02-2011;Terça-Feira;Saques;Saque;80,0;0,0;'02;'2011;'02/2011;Despesas
15-02-2011;Terça-Feira;Combustivel;Alcoois ;0,0;73,0;'02;'2011;'02/2011;Despesas
15-02-2011;Terça-Feira;Restaurantes;Cofi de manha na paccocca´s;0,0;5,0;'02;'2011;'02/2011;Despesas
15-02-2011;Terça-Feira;cartões de Crédito;Pagamento fatura;169,96;0,0;'02;'2011;'02/2011;Amex_2010
15-02-2011;Terça-Feira;Saques;Saque;0,0;80,0;'02;'2011;'02/2011;Real_2007
15-02-2011;Terça-Feira;Salarios;Adiantamento Quinzenal;1990,45;0,0;'02;'2011;'02/2011;Real_2007
15-02-2011;Terça-Feira;Salarios;2ª Parc. PLR - MBO - Part. Lucros;2843,5;0,0;'02;'2011;'02/2011;Real_2007
15-02-2011;Terça-Feira;Estacionamentos;Sistema Sem Parar;0,0;51,92;'02;'2011;'02/2011;Real_2007
15-02-2011;Terça-Feira;Seguros;Automotivo: Ituran rastreamento ;0,0;69,0;'02;'2011;'02/2011;Real_2007
15-02-2011;Terça-Feira;cartões de Crédito;Fatura AmEx;0,0;169,96;'02;'2011;'02/2011;Real_2007
14-02-2011;Segunda-Feira;Restaurantes;Paccocca´s;0,0;17,3;'02;'2011;'02/2011;Real_2007
14-02-2011;Segunda-Feira;Cristiane;Cheque - 010080 - Cristiane dentista;0,0;186,56;'02;'2011;'02/2011;Real_2007
13-02-2011;Domingo;Taxas Bancarias;Anidade (02/03);0,0;23,5;'02;'2011;'02/2011;Amex_2010
13-02-2011;Domingo;Taxas Bancarias;Anuidade 03/03;0,0;23,5;'02;'2011;'02/2011;Amex_2010
12-02-2011;Sábado;Informática;Cabo Audio ;0,0;11,15;'02;'2011;'02/2011;Real_2007
10-02-2011;Quinta-Feira;Juros_Corr. Poupança;REMUNERACAO CONTAMAX;11,02;0,0;'02;'2011;'02/2011;Real_2007
09-02-2011;Quarta-Feira;Action Figures;Diskvision EVE;0,0;57,24;'02;'2011;'02/2011;RealVisa_2007
08-02-2011;Terça-Feira;Saques;Do real;300,0;0,0;'02;'2011;'02/2011;Despesas
08-02-2011;Terça-Feira;Cristiane;Depositos;0,0;300,0;'02;'2011;'02/2011;Despesas
08-02-2011;Terça-Feira;Saques;Saque;0,0;300,0;'02;'2011;'02/2011;Real_2007
08-02-2011;Terça-Feira;Emprestimos;Cordas wilia;0,0;15,0;'02;'2011;'02/2011;Real_2007
07-02-2011;Segunda-Feira;Taxi;Taxis pra trabalho ;0,0;15,0;'02;'2011;'02/2011;Real_2007
07-02-2011;Segunda-Feira;Telefonia;Fatura da TIM;0,0;0,76;'02;'2011;'02/2011;Real_2007
04-02-2011;Sexta-Feira;P207-1.6-XS;Pioneer DEH5280SD + GPS TomTomOne Classic (06/06);0,0;166,33;'02;'2011;'02/2011;RealVisa_2007
03-02-2011;Quinta-Feira;Restituições;Extorno  PAYPAL *ZUTTERINNOV;0,0;-46,37;'02;'2011;'02/2011;RealVisa_2007
03-02-2011;Quinta-Feira;Restituições;Extorno  PAYPAL *ZUTTERINNOV;0,0;-104,47;'02;'2011;'02/2011;RealVisa_2007
01-02-2011;Terça-Feira;cartões de Crédito;Fatura Real Visa;0,0;2008,0;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Condominio;Condominio;0,0;760,96;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;P207-1.6-XS;Parcela (05/36);0,0;733,79;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Tv à Cabo;Net TV;0,0;134,0;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Internet;Net Virtua;0,0;65,9;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Telefonia;net Fone;0,0;37,88;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Aluguel;Aluguel ;0,0;1074,48;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Moradia;Hometheater: Condicionador de Energia HT;0,0;554,04;'02;'2011;'02/2011;Real_2007
01-02-2011;Terça-Feira;Taxas Bancarias;Variação Cambial USD;0,0;0,1;'02;'2011;'02/2011;RealVisa_2007
01-02-2011;Terça-Feira;cartões de Crédito;Pagamento fatura;2008,0;0,0;'02;'2011;'02/2011;RealVisa_2007
31-01-2011;Segunda-Feira;Energia Eletrica;Eletropaulo;0,0;143,52;'01;'2011;'01/2011;Real_2007
31-01-2011;Segunda-Feira;Salarios;CREDITO DE SALARIO TIM CELULAR;6482,57;0,0;'01;'2011;'01/2011;Real_2007
30-01-2011;Domingo;Playstation 3;Games: GOOGLE *MaximusCards;0,0;42,81;'01;'2011;'01/2011;RealVisa_2007
29-01-2011;Sábado;Lavanderia;Lavagem de ternos;0,0;22,0;'01;'2011;'01/2011;Real_2007
29-01-2011;Sábado;Academia;Fevereiro´s;0,0;153,33;'01;'2011;'01/2011;RealVisa_2007
28-01-2011;Sexta-Feira;Cristiane;Cristianeas;0,0;27,0;'01;'2011;'01/2011;Despesas
28-01-2011;Sexta-Feira;Taxas Bancarias;Accidentt Protection;0,0;8,73;'01;'2011;'01/2011;Amex_2010
28-01-2011;Sexta-Feira;Taxas Bancarias;Multi Protecion;0,0;5,0;'01;'2011;'01/2011;Amex_2010
28-01-2011;Sexta-Feira;Combustivel;Alcoóis;0,0;82,03;'01;'2011;'01/2011;Real_2007
28-01-2011;Sexta-Feira;Cristiane;Express Northwest;0,0;39,28;'01;'2011;'01/2011;RealVisa_2007
27-01-2011;Quinta-Feira;Restaurantes;Giraffa´s;0,0;12,4;'01;'2011;'01/2011;Real_2007
27-01-2011;Quinta-Feira;Cristiane;Viação GarCias;0,0;85,3;'01;'2011;'01/2011;RealVisa_2007
25-01-2011;Terça-Feira;Internet;LocaWeb: CristianeCarlin.com.br;0,0;87,0;'01;'2011;'01/2011;RealVisa_2007
25-01-2011;Terça-Feira;Moradia;Hometheater: STR-DN1000 (04/04);0,0;331,04;'01;'2011;'01/2011;RealVisa_2007
24-01-2011;Segunda-Feira;Restaurantes;Almoço bem no centro;0,0;11,93;'01;'2011;'01/2011;Real_2007
24-01-2011;Segunda-Feira;Informática;Cabo HDMI ;0,0;19,9;'01;'2011;'01/2011;Real_2007
24-01-2011;Segunda-Feira;Itens Pesssoais;Cortar Kblos ;0,0;18,0;'01;'2011;'01/2011;Real_2007
24-01-2011;Segunda-Feira;Supermercado;Nagumos;0,0;52,67;'01;'2011;'01/2011;RealVisa_2007
23-01-2011;Domingo;Restaurantes;Ra-bibis;0,0;53,62;'01;'2011;'01/2011;Real_2007
23-01-2011;Domingo;Restaurantes;Sporcaccionne´s;0,0;36,0;'01;'2011;'01/2011;Real_2007
23-01-2011;Domingo;Informática;DealExtreme - MiniTeclados;0,0;80,02;'01;'2011;'01/2011;RealVisa_2007
22-01-2011;Sábado;Saques;Saque do real;60,0;0,0;'01;'2011;'01/2011;Despesas
22-01-2011;Sábado;Restaurantes;Restaurante dos japas ;0,0;60,0;'01;'2011;'01/2011;Despesas
22-01-2011;Sábado;Estacionamentos;estacionamento no centro;0,0;8,0;'01;'2011;'01/2011;Despesas
22-01-2011;Sábado;Cristiane;Coisas de casas;0,0;29,9;'01;'2011;'01/2011;Real_2007
22-01-2011;Sábado;Saques;Saque ;0,0;60,0;'01;'2011;'01/2011;Real_2007
22-01-2011;Sábado;Cristiane;Piercings novos;0,0;30,0;'01;'2011;'01/2011;Real_2007
21-01-2011;Sexta-Feira;Supermercado;Mais e mais;0,0;11,65;'01;'2011;'01/2011;Real_2007
20-01-2011;Quinta-Feira;Restaurantes;Spolettu´s;0,0;39,7;'01;'2011;'01/2011;Real_2007
20-01-2011;Quinta-Feira;Taxas Bancarias;Custo IOF;0,0;1,03;'01;'2011;'01/2011;RealVisa_2007
20-01-2011;Quinta-Feira;Supermercado;nagumos;0,0;87,77;'01;'2011;'01/2011;RealVisa_2007
19-01-2011;Quarta-Feira;Saques;Saque do real;40,0;0,0;'01;'2011;'01/2011;Despesas
19-01-2011;Quarta-Feira;Estacionamentos;Estacionamento soppungs;0,0;5,0;'01;'2011;'01/2011;Despesas
19-01-2011;Quarta-Feira;Restaurantes;Almolço no xópin;0,0;24,7;'01;'2011;'01/2011;Real_2007
19-01-2011;Quarta-Feira;Saques;saque do real;0,0;40,0;'01;'2011;'01/2011;Real_2007
19-01-2011;Quarta-Feira;Restaurantes;Paccocca´s;0,0;36,78;'01;'2011;'01/2011;Real_2007
18-01-2011;Terça-Feira;Combustivel;Alcoois;0,0;70,0;'01;'2011;'01/2011;Real_2007
18-01-2011;Terça-Feira;Restaurantes;Jim Jimns;0,0;36,46;'01;'2011;'01/2011;Real_2007
18-01-2011;Terça-Feira;Seguros;Aluguel: Cheque - 010074 - seguro Aluguel (04/04);0,0;431,86;'01;'2011;'01/2011;Real_2007
18-01-2011;Terça-Feira;LIVROS;Fim dos Tempos - Profecias Egípcias e Destinos Humanos;0,0;37,58;'01;'2011;'01/2011;RealVisa_2007
18-01-2011;Terça-Feira;Cristiane;Bensi ?;0,0;94,9;'01;'2011;'01/2011;RealVisa_2007
18-01-2011;Terça-Feira;Cristiane;Drogao ABC;0,0;55,66;'01;'2011;'01/2011;RealVisa_2007
18-01-2011;Terça-Feira;Cristiane;ARMARINHOS FERNANDO;0,0;45,59;'01;'2011;'01/2011;RealVisa_2007
18-01-2011;Terça-Feira;Cristiane;Alessander M S S ;0,0;66,0;'01;'2011;'01/2011;RealVisa_2007
17-01-2011;Segunda-Feira;Cristiane;;0,0;16,0;'01;'2011;'01/2011;Despesas
17-01-2011;Segunda-Feira;Pedágios;Sistema Sem Parar - pedágios;0,0;192,42;'01;'2011;'01/2011;Real_2007
17-01-2011;Segunda-Feira;P207-1.6-XS;IPVA 2011;0,0;1302,01;'01;'2011;'01/2011;Real_2007
17-01-2011;Segunda-Feira;Documentos;DPVAT + LICENCIAMENTO;0,0;171,49;'01;'2011;'01/2011;Real_2007
17-01-2011;Segunda-Feira;Farmácia;Farmacias de Alergias e estomgos;0,0;69,65;'01;'2011;'01/2011;Real_2007
17-01-2011;Segunda-Feira;Supermercado;de-novo;0,0;62,18;'01;'2011;'01/2011;Real_2007
16-01-2011;Domingo;Supermercado;Mercado;0,0;56,96;'01;'2011;'01/2011;Real_2007
16-01-2011;Domingo;Locadora;100% Video;0,0;49,0;'01;'2011;'01/2011;Real_2007
16-01-2011;Domingo;Restaurantes;Habibis;0,0;21,34;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;Estacionamentos;Estacionamento no analia francos;0,0;5,0;'01;'2011;'01/2011;Despesas
15-01-2011;Sábado;Cristiane;????;0,0;5,0;'01;'2011;'01/2011;Despesas
15-01-2011;Sábado;Estacionamentos;No centro;0,0;4,0;'01;'2011;'01/2011;Despesas
15-01-2011;Sábado;Restaurantes;JinJin Analias Franco´s;0,0;38,19;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;Restaurantes;Häageendas sorvetes;0,0;30,0;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;GATO;Areia de coco de gatos;0,0;24,96;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;Cristiane;Revistas da cristiane;0,0;28,79;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;Juros_Corr. Poupança;Juros Poupança;11,95;0,0;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;Juros_Corr. Poupança;Correções ;2,47;0,0;'01;'2011;'01/2011;Real_2007
15-01-2011;Sábado;Cristiane;Maua tecidos;0,0;46,28;'01;'2011;'01/2011;RealVisa_2007
14-01-2011;Sexta-Feira;Salarios;Adiantamento Quinzenal;1890,28;0,0;'01;'2011;'01/2011;Real_2007
14-01-2011;Sexta-Feira;Restaurantes;Paccocca´s VR´s;0,0;23,8;'01;'2011;'01/2011;Real_2007
14-01-2011;Sexta-Feira;Moradia;Cheque - 010079 - Nova Geladeira´s;0,0;2097,0;'01;'2011;'01/2011;Real_2007
13-01-2011;Quinta-Feira;Cristiane;fatura da TIM;0,0;144,13;'01;'2011;'01/2011;Real_2007
12-01-2011;Quarta-Feira;Action Figures;Death Note Misa 1/6 Scale Statue Figure Anime White NEW ;0,0;133,7;'01;'2011;'01/2011;RealVisa_2007
12-01-2011;Quarta-Feira;Supermercado;NAGUMOS;0,0;30,0;'01;'2011;'01/2011;RealVisa_2007
11-01-2011;Terça-Feira;cartões de Crédito;Pagamento Fatura;316,16;0,0;'01;'2011;'01/2011;Amex_2010
11-01-2011;Terça-Feira;cartões de Crédito;Fatura Amex janeiro 2011;0,0;316,16;'01;'2011;'01/2011;Real_2007
11-01-2011;Terça-Feira;Cristiane;Creditos prepagos;0,0;17,0;'01;'2011;'01/2011;Real_2007
11-01-2011;Terça-Feira;Cristiane;Livro do Ledi zepelling;0,0;74,36;'01;'2011;'01/2011;RealVisa_2007
10-01-2011;Segunda-Feira;Supermercado;MAIS/ digo M A I S  mercadi´s;0,0;50,75;'01;'2011;'01/2011;Real_2007
10-01-2011;Segunda-Feira;Juros_Corr. Poupança;Juros Poupança;18,04;0,0;'01;'2011;'01/2011;Real_2007
10-01-2011;Segunda-Feira;Juros_Corr. Poupança;Correções ;2,44;0,0;'01;'2011;'01/2011;Real_2007
10-01-2011;Segunda-Feira;Farmácia;farmácias;0,0;38,91;'01;'2011;'01/2011;RealVisa_2007
10-01-2011;Segunda-Feira;Cristiane;Farmacias;0,0;30,0;'01;'2011;'01/2011;RealVisa_2007
08-01-2011;Sábado;Estacionamentos;Estacionamento na liberdade's;0,0;10,0;'01;'2011;'01/2011;Despesas
08-01-2011;Sábado;Combustivel;Alcoois;0,0;73,0;'01;'2011;'01/2011;Amex_2010
08-01-2011;Sábado;P207-1.6-XS;Oleo + Fluido Radiador + limpa parabrisas;0,0;58,99;'01;'2011;'01/2011;Amex_2010
08-01-2011;Sábado;Cristiane;Roupas da cristiane ;0,0;49,99;'01;'2011;'01/2011;Real_2007
08-01-2011;Sábado;Action Figures;Witchblade – Masane Amaha PowerUp + Mary Evangelion;0,0;194,0;'01;'2011;'01/2011;Real_2007
08-01-2011;Sábado;Restaurantes;Restaurante banri ;0,0;126,27;'01;'2011;'01/2011;Real_2007
08-01-2011;Sábado;Supermercado;Mercadi´s;0,0;22,73;'01;'2011;'01/2011;Real_2007
08-01-2011;Sábado;Online Services;Assinatura mensal do Hotfile;0,0;15,56;'01;'2011;'01/2011;RealVisa_2007
07-01-2011;Sexta-Feira;Saques;Saque do real;40,0;0,0;'01;'2011;'01/2011;Despesas
07-01-2011;Sexta-Feira;Cristiane;remédios de cabelo´s;0,0;56,41;'01;'2011;'01/2011;Real_2007
07-01-2011;Sexta-Feira;Farmácia;Desodoranteses;0,0;19,8;'01;'2011;'01/2011;Real_2007
07-01-2011;Sexta-Feira;Saques;Saque do real;0,0;40,0;'01;'2011;'01/2011;Real_2007
07-01-2011;Sexta-Feira;Cristiane;Sobral Fotos;0,0;4,2;'01;'2011;'01/2011;Real_2007
07-01-2011;Sexta-Feira;Itens Pesssoais;Baterias cardiacas;0,0;7,0;'01;'2011;'01/2011;Real_2007
07-01-2011;Sexta-Feira;GATO;Cirurgias e remedios dajades;0,0;254,1;'01;'2011;'01/2011;Real_2007
07-01-2011;Sexta-Feira;Restaurantes;Sporcaccione´s;0,0;26,0;'01;'2011;'01/2011;Real_2007
06-01-2011;Quinta-Feira;Supermercado;mercadis;0,0;6,98;'01;'2011;'01/2011;Real_2007
06-01-2011;Quinta-Feira;Consertos;Cheque - 0010078 - Desentupir privadas´s;0,0;120,0;'01;'2011;'01/2011;Real_2007
06-01-2011;Quinta-Feira;Cristiane;Livraria da Folha - Alice denovo;0,0;60,38;'01;'2011;'01/2011;RealVisa_2007
05-01-2011;Quarta-Feira;Restituições;Nota Fiscal Paulista;472,16;0,0;'01;'2011;'01/2011;Real_2007
04-01-2011;Terça-Feira;Restituições;Da ViViAne do El Botan;70,0;0,0;'01;'2011;'01/2011;Real_2007
04-01-2011;Terça-Feira;Cristiane;Cheque - 0010076 - Cristiane ;0,0;50,0;'01;'2011;'01/2011;Real_2007
04-01-2011;Terça-Feira;P207-1.6-XS;Pioneer DEH5280SD + GPS TomTomOne Classic (05/06);0,0;166,33;'01;'2011;'01/2011;RealVisa_2007
04-01-2011;Terça-Feira;Cristiane;PAYPAL *ZUTTERINNOV - FRETE maquina da cristiane;0,0;46,37;'01;'2011;'01/2011;RealVisa_2007
03-01-2011;Segunda-Feira;cartões de Crédito;Fatura real Visa;0,0;2530,36;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Condominio;Condominio;0,0;752,98;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;P207-1.6-XS;Parcela (04/36);0,0;733,79;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Tv à Cabo;Net TV;0,0;134,0;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Internet;Net Virtua;0,0;65,9;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Telefonia;net Fone;0,0;37,89;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Aluguel;Aluguel ;0,0;1074,48;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Seguros;Automotivo: Ituran Rastreamento ;0,0;69,0;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;Restaurantes;Almoço no xópins;0,0;35,84;'01;'2011;'01/2011;Real_2007
03-01-2011;Segunda-Feira;cartões de Crédito;Pagamento cartão Visa;2530,36;0,0;'01;'2011;'01/2011;RealVisa_2007
02-01-2011;Domingo;Supermercado;Mais Mercadis;0,0;51,23;'01;'2011;'01/2011;Real_2007
01-01-2011;Sábado;Cinema;TRON - O Legado´s;0,0;33,0;'01;'2011;'01/2011;Amex_2010
01-01-2011;Sábado;Alimentacao;Pipocas de cinemas;0,0;25,0;'01;'2011;'01/2011;Amex_2010
30-12-2010;Quinta-Feira;Estacionamentos;Estacionamento PERTO do xópings;0,0;6,0;'12;'2010;'12/2010;Despesas
30-12-2010;Quinta-Feira;Cristiane;Cristtianes;0,0;24,0;'12;'2010;'12/2010;Despesas
30-12-2010;Quinta-Feira;Salarios;CREDITO DE SALARIO TIM CELULAR;5965,63;0,0;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Energia Eletrica;AES Eletopaulo ;0,0;132,76;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Restaurantes;Almoço no xopins;0,0;42,4;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Cristiane;Roupas ;0,0;143,0;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Informática;Mais um pem-draive;0,0;34,9;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Cristiane;Presentes;0,0;29,9;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Supermercado;Mais Mercadis;0,0;322,93;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Consertos;Cheque - 0010077 - Conseto TV;0,0;930,0;'12;'2010;'12/2010;Real_2007
30-12-2010;Quinta-Feira;Cristiane;PAYPAL *ZUTTERINNOV - maquina da cristiane;0,0;104,47;'12;'2010;'12/2010;RealVisa_2007
30-12-2010;Quinta-Feira;Cristiane;CABELO ESTETICA E BELE;0,0;80,0;'12;'2010;'12/2010;RealVisa_2007
30-12-2010;Quinta-Feira;Moradia; TOK E STOK SHOP ABC;0,0;193,1;'12;'2010;'12/2010;RealVisa_2007
29-12-2010;Quarta-Feira;Restaurantes;habibis;0,0;48,05;'12;'2010;'12/2010;Real_2007
29-12-2010;Quarta-Feira;Academia;janeiros;0,0;153,33;'12;'2010;'12/2010;RealVisa_2007
28-12-2010;Terça-Feira;Saques;Do real;50,0;0,0;'12;'2010;'12/2010;Despesas
28-12-2010;Terça-Feira;P207-1.6-XS;Lavagem do GarGaMóvel;0,0;20,0;'12;'2010;'12/2010;Despesas
28-12-2010;Terça-Feira;Taxas Bancarias;Accidentt Protection;0,0;8,73;'12;'2010;'12/2010;Amex_2010
28-12-2010;Terça-Feira;Taxas Bancarias;Multi Protecion;0,0;5,0;'12;'2010;'12/2010;Amex_2010
28-12-2010;Terça-Feira;Venda de algo;Do Notebook;275,0;0,0;'12;'2010;'12/2010;Real_2007
28-12-2010;Terça-Feira;Saques;Saque do real;0,0;50,0;'12;'2010;'12/2010;Real_2007
27-12-2010;Segunda-Feira;Combustivel;Gazozza´s;0,0;90,0;'12;'2010;'12/2010;Real_2007
27-12-2010;Segunda-Feira;Restaurantes;RodoServers;0,0;19,7;'12;'2010;'12/2010;Real_2007
27-12-2010;Segunda-Feira;Viagens;Hotel Bourboun Londrina;0,0;143,0;'12;'2010;'12/2010;Real_2007
27-12-2010;Segunda-Feira;Supermercado;Mercadios;0,0;33,03;'12;'2010;'12/2010;Real_2007
26-12-2010;Domingo;Restaurantes;Minato´s;0,0;60,0;'12;'2010;'12/2010;Real_2007
25-12-2010;Sábado;Combustivel;Gazozza´s;0,0;112,16;'12;'2010;'12/2010;Amex_2010
25-12-2010;Sábado;Farmácia;Appucarana´s;0,0;15,4;'12;'2010;'12/2010;Amex_2010
25-12-2010;Sábado;Farmácia;Barbeadores/ espumas etcs;0,0;41,84;'12;'2010;'12/2010;Real_2007
25-12-2010;Sábado;Moradia;Hometheater: STR-DN1000 (03/04);0,0;331,04;'12;'2010;'12/2010;RealVisa_2007
24-12-2010;Sexta-Feira;vestuário;Tenis Novos;0,0;535,0;'12;'2010;'12/2010;Real_2007
24-12-2010;Sexta-Feira;Cristiane;Roupas Intimas novas;0,0;257,0;'12;'2010;'12/2010;Real_2007
23-12-2010;Quinta-Feira;Combustivel;Gasozza´s;0,0;94,02;'12;'2010;'12/2010;Amex_2010
23-12-2010;Quinta-Feira;Restaurantes;Castelinho da pamonha TRASH;0,0;16,9;'12;'2010;'12/2010;Real_2007
23-12-2010;Quinta-Feira;Restaurantes;Rodo-Servers;0,0;13,4;'12;'2010;'12/2010;Real_2007
