2023/01/09 14:24:38| Started|2023/01/09 14:24:39| Ended
2023/07/03 09:13:01| Started|2023/07/03 09:14:18| Ended| 76.94 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 10:54:06| Started|2023/07/03 10:55:19| Ended| 73.22 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 11:29:13| Started|2023/07/03 11:31:02| Ended| 109.60 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 11:38:28| Started|2023/07/03 11:40:38| Ended| 129.89 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 13:29:05| Started|2023/07/03 13:31:46| Ended| 161.01 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 16:53:54| Started|2023/07/03 16:55:30| Ended| 95.71 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 17:14:08| Started|2023/07/03 17:14:26| Ended| 18.60 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 17:16:50| Started|2023/07/03 17:17:05| Ended| 14.60 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/03 20:00:00| Started|2023/07/03 20:00:46| Ended| 45.74 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/04 07:59:29| Started|2023/07/04 08:00:36| Ended| 67.35 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/04 09:20:19| Started|2023/07/04 09:21:06| Ended| 47.69 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/04 14:37:59| Started|2023/07/04 14:39:08| Ended| 69.22 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/04 17:03:10| Started|2023/07/04 17:04:44| Ended| 93.78 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/05 09:40:42| Started|2023/07/05 09:42:37| Ended| 115.21 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/05 11:56:12| Started|2023/07/05 11:57:37| Ended| 84.78 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/05 15:36:03| Started|2023/07/05 15:37:36| Ended| 93.26 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/05 15:44:09| Started|2023/07/05 15:45:28| Ended| 79.52 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/05 16:20:41| Started|2023/07/05 16:20:54| Ended| 13.54 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/05 19:50:04| Started|2023/07/05 19:54:12| Ended| 248.40 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/06 10:10:05| Started|2023/07/06 10:11:51| Ended| 106.68 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/06 21:53:49| Started|2023/07/06 21:55:41| Ended| 112.30 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/07 15:17:18| Started|2023/07/07 15:18:22| Ended| 63.66 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/09 17:30:53| Started|2023/07/09 17:32:23| Ended| 89.96 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/10 09:00:30| Started|2023/07/10 09:02:23| Ended| 113.16 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/10 14:49:02| Started|2023/07/10 14:50:25| Ended| 82.85 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/10 19:51:14| Started|2023/07/10 19:52:19| Ended| 64.96 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/11 16:59:52| Started|2023/07/11 17:01:12| Ended| 79.89 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/12 10:03:03| Started|2023/07/12 10:04:28| Ended| 85.51 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:02:42| Started|2023/07/12 14:03:57| Ended| 75.14 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:13:28| Started|2023/07/12 14:13:44| Ended| 15.82 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:17:43| Started|2023/07/12 14:17:58| Ended| 14.98 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:25:01| Started|2023/07/12 14:25:18| Ended| 17.36 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:26:49| Started|2023/07/12 14:27:10| Ended| 20.47 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:28:28| Started|2023/07/12 14:28:43| Ended| 15.40 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 14:30:54| Started|2023/07/12 14:31:22| Ended| 28.80 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 16:42:38| Started|2023/07/12 16:44:13| Ended| 95.01 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/12 19:49:59| Started|2023/07/12 19:51:00| Ended| 60.66 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/13 09:45:09| Started|2023/07/13 09:47:18| Ended| 128.98 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/14 09:21:08| Started|2023/07/14 09:22:26| Ended| 78.20 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/14 09:37:50| Started|2023/07/14 09:38:54| Ended| 63.69 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/16 18:39:37| Started|2023/07/16 18:40:21| Ended| 44.22 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/17 09:22:48| Started|2023/07/17 09:24:10| Ended| 82.39 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/17 16:41:51| Started|2023/07/17 16:43:58| Ended| 127.23 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/17 17:14:52| Started|2023/07/17 17:16:40| Ended| 108.03 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/17 19:42:08| Started|2023/07/17 19:42:53| Ended| 44.76 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/19 13:11:04| Started|2023/07/19 13:12:34| Ended| 90.35 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/20 09:51:48| Started|2023/07/20 09:53:05| Ended| 77.18 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/20 11:54:25| Started|2023/07/20 11:55:52| Ended| 87.01 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/20 13:35:48| Started|2023/07/20 13:37:26| Ended| 98.58 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/20 16:04:58| Started|2023/07/20 16:06:32| Ended| 94.28 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/20 17:05:36| Started|2023/07/20 17:07:41| Ended| 124.13 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/20 19:55:41| Started|2023/07/20 19:57:46| Ended| 124.84 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/21 09:04:48| Started|2023/07/21 09:05:47| Ended| 58.79 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/21 14:11:51| Started|2023/07/21 14:12:52| Ended| 60.78 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/22 10:40:01| Started|2023/07/22 10:42:09| Ended| 127.35 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/23 20:09:34| Started|2023/07/23 20:10:30| Ended| 56.51 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/24 09:39:53| Started|2023/07/24 09:41:50| Ended| 117.03 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/24 15:02:23| Started|2023/07/24 15:03:54| Ended| 90.62 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/24 15:06:36| Started|2023/07/24 15:07:40| Ended| 64.45 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/24 15:08:12| Started|2023/07/24 15:09:19| Ended| 67.04 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/24 16:51:49| Started|2023/07/24 16:53:23| Ended| 93.48 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/24 19:56:30| Started|2023/07/24 19:57:30| Ended| 59.85 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/24 20:01:30| Started|2023/07/24 20:02:31| Ended| 60.83 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/25 11:05:34| Started|2023/07/25 11:06:22| Ended| 47.53 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/25 11:43:31| Started|2023/07/25 11:43:43| Ended| 11.82 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/25 14:17:34| Started|2023/07/25 14:18:37| Ended| 62.92 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/25 14:49:03| Started|2023/07/25 14:50:06| Ended| 63.48 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/26 09:15:44| Started|2023/07/26 09:17:06| Ended| 81.95 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/26 15:56:15| Started|2023/07/26 15:57:50| Ended| 95.25 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/26 20:19:23| Started|2023/07/26 20:20:15| Ended| 52.81 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/27 10:20:10| Started|2023/07/27 10:21:24| Ended| 73.54 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/27 14:39:13| Started|2023/07/27 14:40:29| Ended| 75.95 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/27 15:35:39| Started|2023/07/27 15:35:45| Ended| 6.77 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/27 15:38:41| Started|2023/07/27 15:38:48| Ended| 6.37 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/27 15:39:29| Started|2023/07/27 15:39:43| Ended| 14.25 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/27 15:39:58| Started|2023/07/27 15:41:22| Ended| 84.03 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/27 19:47:59| Started|2023/07/27 19:49:06| Ended| 66.64 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/28 21:43:24| Started|2023/07/28 21:47:06| Ended| 222.40 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/29 12:23:29| Started|2023/07/29 12:24:30| Ended| 60.69 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/30 18:43:09| Started|2023/07/30 18:43:55| Ended| 46.25 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/30 19:19:06| Started|2023/07/30 19:19:53| Ended| 46.43 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/07/31 09:18:51| Started|2023/07/31 09:20:06| Ended| 74.70 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/31 10:19:33| Started|2023/07/31 10:21:11| Ended| 98.36 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/31 14:50:49| Started|2023/07/31 14:52:17| Ended| 88.22 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/31 16:16:10| Started|2023/07/31 16:17:59| Ended| 109.54 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/07/31 19:53:14| Started|2023/07/31 19:53:56| Ended| 42.08 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/01 07:29:33| Started|2023/08/01 07:30:27| Ended| 54.27 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/01 09:25:19| Started|2023/08/01 09:26:15| Ended| 56.57 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/01 17:02:43| Started|2023/08/01 17:03:56| Ended| 72.60 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/02 09:48:20| Started|2023/08/02 09:49:36| Ended| 76.20 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/02 09:49:36| Started|2023/08/02 09:51:29| Ended| 112.65 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/02 09:53:02| Started|2023/08/02 09:54:14| Ended| 71.29 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/02 10:04:36| Started|2023/08/02 10:06:06| Ended| 90.32 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/02 19:38:08| Started|2023/08/02 19:39:10| Ended| 61.63 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/03 11:06:20| Started|2023/08/03 11:07:48| Ended| 87.71 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/04 09:20:39| Started|2023/08/04 09:21:40| Ended| 61.60 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/04 16:41:44| Started|2023/08/04 16:42:41| Ended| 56.72 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/05 17:14:59| Started|2023/08/05 17:16:15| Ended| 76.09 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/06 20:41:02| Started|2023/08/06 20:41:52| Ended| 49.84 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/07 09:07:39| Started|2023/08/07 09:09:21| Ended| 101.91 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/07 14:15:48| Started|2023/08/07 14:17:20| Ended| 92.02 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/08 09:33:05| Started|2023/08/08 09:34:07| Ended| 61.99 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/08 17:26:06| Started|2023/08/08 17:27:09| Ended| 63.46 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/09 11:00:18| Started|2023/08/09 11:01:20| Ended| 62.26 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/09 19:55:08| Started|2023/08/09 19:56:32| Ended| 84.30 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/10 17:11:42| Started|2023/08/10 17:12:56| Ended| 73.88 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/10 20:18:46| Started|2023/08/10 20:21:05| Ended| 139.17 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/11 08:54:13| Started|2023/08/11 08:55:12| Ended| 59.15 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/12 14:19:53| Started|2023/08/12 14:20:44| Ended| 51.39 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/14 09:29:13| Started|2023/08/14 09:30:54| Ended| 100.44 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/15 10:16:07| Started|2023/08/15 10:16:49| Ended| 42.29 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/15 23:53:56| Started|2023/08/15 23:54:51| Ended| 54.52 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/16 09:22:36| Started|2023/08/16 09:24:28| Ended| 112.08 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/17 09:45:53| Started|2023/08/17 09:47:10| Ended| 77.15 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/17 17:49:16| Started|2023/08/17 17:50:42| Ended| 86.08 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/17 20:22:59| Started|2023/08/17 20:25:11| Ended| 131.41 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/18 11:33:49| Started|2023/08/18 11:34:44| Ended| 55.03 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/18 11:41:52| Started|2023/08/18 11:42:51| Ended| 58.55 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/19 16:05:32| Started|2023/08/19 16:06:18| Ended| 46.06 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/19 16:08:06| Started|2023/08/19 16:09:20| Ended| 73.35 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/21 09:47:03| Started|2023/08/21 09:48:47| Ended| 104.43 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/21 21:30:10| Started|2023/08/21 21:30:53| Ended| 43.62 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/22 18:04:25| Started|2023/08/22 18:05:17| Ended| 51.74 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/23 09:39:25| Started|2023/08/23 09:41:01| Ended| 96.24 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 10:13:57| Started|2023/08/23 10:15:15| Ended| 77.90 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 11:19:23| Started|2023/08/23 11:20:55| Ended| 92.23 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 14:07:17| Started|2023/08/23 14:08:50| Ended| 93.37 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 15:30:59| Started|2023/08/23 15:32:41| Ended| 101.98 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 20:00:43| Started|2023/08/23 20:00:53| Ended| 9.60 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 20:01:54| Started|2023/08/23 20:02:03| Ended| 9.72 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 20:02:18| Started|2023/08/23 20:03:14| Ended| 56.37 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/23 20:29:19| Started|2023/08/23 20:30:15| Ended| 55.60 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/23 21:15:41| Started|2023/08/23 21:16:55| Ended| 73.76 TotalSecs | Version 9.1.0 | Hostname AsusVivoBook
2023/08/24 09:15:36| Started|2023/08/24 09:17:24| Ended| 107.97 TotalSecs | Version 9.1.0 | Hostname CLR0AN001151190
2023/08/24 10:16:59| Started|2023/08/24 10:18:10| Ended| 70.42 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 10:20:10| Started|2023/08/24 10:21:27| Ended| 76.70 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 10:39:46| Started|2023/08/24 10:41:12| Ended| 86.84 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 14:03:27| Started|2023/08/24 14:05:12| Ended| 104.98 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 15:20:23| Started|2023/08/24 15:22:09| Ended| 106.72 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 15:29:42| Started|2023/08/24 15:31:28| Ended| 106.22 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 15:44:37| Started|2023/08/24 15:45:44| Ended| 67.18 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/24 19:59:54| Started|2023/08/24 20:02:52| Ended| 177.81 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/25 10:04:10| Started|2023/08/25 10:05:46| Ended| 95.85 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/25 15:37:04| Started|2023/08/25 15:37:57| Ended| 53.00 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/25 16:48:46| Started|2023/08/25 16:49:57| Ended| 70.95 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/26 14:44:11| Started|2023/08/26 14:45:06| Ended| 55.79 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/27 14:50:07| Started|2023/08/27 14:51:04| Ended| 57.40 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/28 09:20:29| Started|2023/08/28 09:22:09| Ended| 99.97 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/28 11:04:46| Started|2023/08/28 11:05:52| Ended| 66.07 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/28 13:23:31| Started|2023/08/28 13:25:16| Ended| 105.66 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/28 19:56:45| Started|2023/08/28 19:59:49| Ended| 184.73 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/29 11:27:28| Started|2023/08/29 11:28:42| Ended| 73.78 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/29 14:19:30| Started|2023/08/29 14:20:27| Ended| 57.20 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/08/29 14:25:34| Started|2023/08/29 14:36:16| Ended| 641.91 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/30 09:38:55| Started|2023/08/30 09:40:21| Ended| 86.28 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/30 16:02:57| Started|2023/08/30 16:06:35| Ended| 218.37 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/31 09:20:29| Started|2023/08/31 09:21:50| Ended| 80.54 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/31 09:39:36| Started|2023/08/31 09:40:54| Ended| 77.90 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/31 10:35:04| Started|2023/08/31 10:36:16| Ended| 71.93 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/31 13:54:58| Started|2023/08/31 13:56:14| Ended| 75.65 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/08/31 20:39:27| Started|2023/08/31 20:40:46| Ended| 79.01 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/01 09:32:16| Started|2023/09/01 09:33:14| Ended| 58.58 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/01 10:18:56| Started|2023/09/01 10:20:03| Ended| 66.80 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/01 11:18:44| Started|2023/09/01 11:19:53| Ended| 68.89 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/02 10:59:33| Started|2023/09/02 11:00:47| Ended| 74.78 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/02 19:29:10| Started|2023/09/02 19:31:50| Ended| 159.52 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/04 09:13:10| Started|2023/09/04 09:15:11| Ended| 121.26 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/04 16:07:32| Started|2023/09/04 16:09:14| Ended| 102.08 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/04 20:44:20| Started|2023/09/04 20:45:03| Ended| 42.64 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/04 20:48:43| Started|2023/09/04 20:49:34| Ended| 50.93 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/05 09:26:45| Started|2023/09/05 09:28:33| Ended| 107.76 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/05 10:01:25| Started|2023/09/05 10:02:41| Ended| 76.38 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/05 10:11:17| Started|2023/09/05 10:12:28| Ended| 70.57 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/05 17:39:07| Started|2023/09/05 17:40:38| Ended| 91.51 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/06 08:55:28| Started|2023/09/06 08:57:05| Ended| 97.82 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/06 20:08:37| Started|2023/09/06 20:09:52| Ended| 75.11 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/07 17:28:43| Started|2023/09/07 17:30:02| Ended| 78.55 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/09 21:28:29| Started|2023/09/09 21:29:56| Ended| 87.03 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/10 09:33:43| Started|2023/09/10 09:34:24| Ended| 41.21 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/11 08:54:34| Started|2023/09/11 08:55:58| Ended| 84.57 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/11 14:11:07| Started|2023/09/11 14:12:14| Ended| 66.61 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/11 15:27:16| Started|2023/09/11 15:29:08| Ended| 112.72 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/11 21:18:52| Started|2023/09/11 21:19:52| Ended| 59.68 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/12 10:11:52| Started|2023/09/12 10:12:48| Ended| 55.19 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/12 14:28:47| Started|2023/09/12 14:29:42| Ended| 55.64 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/12 17:14:53| Started|2023/09/12 17:16:06| Ended| 73.61 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/13 08:56:48| Started|2023/09/13 08:59:21| Ended| 152.31 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/13 13:25:51| Started|2023/09/13 13:27:34| Ended| 103.05 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/13 16:00:10| Started|2023/09/13 16:01:31| Ended| 81.65 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/13 17:39:21| Started|2023/09/13 17:40:37| Ended| 76.11 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/13 19:39:17| Started|2023/09/13 19:40:07| Ended| 49.94 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/13 20:53:45| Started|2023/09/13 20:54:38| Ended| 52.52 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/14 09:18:58| Started|2023/09/14 09:20:46| Ended| 107.78 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/14 11:41:17| Started|2023/09/14 11:42:31| Ended| 74.33 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/14 14:52:35| Started|2023/09/14 14:53:43| Ended| 68.34 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/14 21:10:29| Started|2023/09/14 21:12:21| Ended| 112.02 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/15 09:31:51| Started|2023/09/15 09:32:56| Ended| 64.28 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/15 11:44:29| Started|2023/09/15 11:45:22| Ended| 52.18 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/16 16:58:01| Started|2023/09/16 16:59:02| Ended| 61.21 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/18 09:59:20| Started|2023/09/18 10:00:39| Ended| 79.29 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/18 17:15:48| Started|2023/09/18 17:17:12| Ended| 84.20 TotalSecs | Version 9.1.5 | Hostname CLR0AN001151190
2023/09/18 21:23:10| Started|2023/09/18 21:24:08| Ended| 58.05 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
2023/09/19 14:11:48| Started|2023/09/19 14:12:43| Ended| 55.26 TotalSecs | Version 9.1.5 | Hostname AsusVivoBook
